tier,method,random_seed,condition,layer_index,mean_probability_of_roughly_equal_option,items_used
broad-instruct,baseline_regift,42,equal,4,0.4514,48
broad-instruct,baseline_regift,42,equal,5,0.4482,48
broad-instruct,baseline_regift,42,equal,6,0.4562,48
broad-instruct,baseline_regift,42,equal,7,0.4578,48
broad-instruct,baseline_regift,42,equal,8,0.4598,48
broad-instruct,baseline_regift,42,equal,9,0.4637,48
broad-instruct,baseline_regift,42,equal,10,0.4602,48
broad-instruct,baseline_regift,42,equal,11,0.4556,48
broad-instruct,baseline_regift,42,equal,12,0.4608,48
broad-instruct,baseline_regift,42,equal,13,0.4554,48
broad-instruct,baseline_regift,42,equal,14,0.4559,48
broad-instruct,baseline_regift,42,equal,15,0.4467,48
broad-instruct,baseline_regift,42,equal,16,0.4521,48
broad-instruct,baseline_regift,42,equal,17,0.467,48
broad-instruct,baseline_regift,42,equal,18,0.4735,48
broad-instruct,baseline_regift,42,equal,19,0.5414,48
broad-instruct,baseline_regift,42,equal,20,0.6024,48
broad-instruct,baseline_regift,42,equal,21,0.7101,48
broad-instruct,baseline_regift,42,equal,22,0.668,48
broad-instruct,baseline_regift,42,equal,23,0.6969,48
broad-instruct,graft_proposed,42,diff,0,0.537,48
broad-instruct,graft_proposed,42,diff,1,0.5316,48
broad-instruct,graft_proposed,42,diff,2,0.5349,48
broad-instruct,graft_proposed,42,diff,3,0.5376,48
broad-instruct,graft_proposed,42,diff,4,0.5333,48
broad-instruct,graft_proposed,42,diff,5,0.5334,48
broad-instruct,graft_proposed,42,diff,6,0.5365,48
broad-instruct,graft_proposed,42,diff,7,0.5324,48
broad-instruct,graft_proposed,42,diff,8,0.5401,48
broad-instruct,graft_proposed,42,diff,9,0.5316,48
broad-instruct,graft_proposed,42,diff,10,0.5282,48
broad-instruct,graft_proposed,42,diff,11,0.5328,48
broad-instruct,graft_proposed,42,diff,12,0.5379,48
broad-instruct,graft_proposed,42,diff,13,0.5237,48
broad-instruct,graft_proposed,42,diff,14,0.5198,48
broad-instruct,graft_proposed,42,diff,15,0.4986,48
broad-instruct,graft_proposed,42,diff,16,0.4988,48
broad-instruct,graft_proposed,42,diff,17,0.4767,48
broad-instruct,graft_proposed,42,diff,18,0.458,48
broad-instruct,graft_proposed,42,diff,19,0.4313,48
broad-instruct,graft_proposed,42,diff,20,0.3542,48
broad-instruct,graft_proposed,42,diff,21,0.2775,48
broad-instruct,graft_proposed,42,diff,22,0.1866,48
broad-instruct,graft_proposed,42,diff,23,0.1015,48
broad-instruct,graft_proposed,42,equal,0,0.539,48
broad-instruct,graft_proposed,42,equal,1,0.5358,48
broad-instruct,graft_proposed,42,equal,2,0.5362,48
broad-instruct,graft_proposed,42,equal,3,0.5385,48
broad-instruct,graft_proposed,42,equal,4,0.5312,48
broad-instruct,graft_proposed,42,equal,5,0.5324,48
broad-instruct,graft_proposed,42,equal,6,0.5363,48
broad-instruct,graft_proposed,42,equal,7,0.5351,48
broad-instruct,graft_proposed,42,equal,8,0.5398,48
broad-instruct,graft_proposed,42,equal,9,0.533,48
broad-instruct,graft_proposed,42,equal,10,0.5282,48
broad-instruct,graft_proposed,42,equal,11,0.534,48
broad-instruct,graft_proposed,42,equal,12,0.5404,48
broad-instruct,graft_proposed,42,equal,13,0.5242,48
broad-instruct,graft_proposed,42,equal,14,0.5204,48
broad-instruct,graft_proposed,42,equal,15,0.5017,48
broad-instruct,graft_proposed,42,equal,16,0.4989,48
broad-instruct,graft_proposed,42,equal,17,0.4798,48
broad-instruct,graft_proposed,42,equal,18,0.4526,48
broad-instruct,graft_proposed,42,equal,19,0.4746,48
broad-instruct,graft_proposed,42,equal,20,0.5491,48
broad-instruct,graft_proposed,42,equal,21,0.591,48
broad-instruct,graft_proposed,42,equal,22,0.5185,48
broad-instruct,graft_proposed,42,equal,23,0.6461,48
broad-instruct,graft_proposed_loao_gender,42,diff,0,0.5523,48
broad-instruct,graft_proposed_loao_gender,42,diff,1,0.5555,48
broad-instruct,graft_proposed_loao_gender,42,diff,2,0.553,48
broad-instruct,graft_proposed_loao_gender,42,diff,3,0.5523,48
broad-instruct,graft_proposed_loao_gender,42,diff,4,0.5559,48
broad-instruct,graft_proposed_loao_gender,42,diff,5,0.5479,48
broad-instruct,graft_proposed_loao_gender,42,diff,6,0.5488,48
broad-instruct,graft_proposed_loao_gender,42,diff,7,0.5536,48
broad-instruct,graft_proposed_loao_gender,42,diff,8,0.5551,48
broad-instruct,graft_proposed_loao_gender,42,diff,9,0.5478,48
broad-instruct,graft_proposed_loao_gender,42,diff,10,0.5516,48
broad-instruct,graft_proposed_loao_gender,42,diff,11,0.5526,48
broad-instruct,graft_proposed_loao_gender,42,diff,12,0.5501,48
broad-instruct,graft_proposed_loao_gender,42,diff,13,0.5379,48
broad-instruct,graft_proposed_loao_gender,42,diff,14,0.5357,48
broad-instruct,graft_proposed_loao_gender,42,diff,15,0.5263,48
broad-instruct,graft_proposed_loao_gender,42,diff,16,0.5326,48
broad-instruct,graft_proposed_loao_gender,42,diff,17,0.524,48
broad-instruct,graft_proposed_loao_gender,42,diff,18,0.5134,48
broad-instruct,graft_proposed_loao_gender,42,diff,19,0.5457,48
broad-instruct,graft_proposed_loao_gender,42,diff,20,0.5078,48
broad-instruct,graft_proposed_loao_gender,42,diff,21,0.5145,48
broad-instruct,graft_proposed_loao_gender,42,diff,22,0.4439,48
broad-instruct,graft_proposed_loao_gender,42,diff,23,0.3321,48
broad-instruct,graft_proposed_loao_gender,42,equal,0,0.5584,48
broad-instruct,graft_proposed_loao_gender,42,equal,1,0.5533,48
broad-instruct,graft_proposed_loao_gender,42,equal,2,0.552,48
broad-instruct,graft_proposed_loao_gender,42,equal,3,0.5533,48
broad-instruct,graft_proposed_loao_gender,42,equal,4,0.5552,48
broad-instruct,graft_proposed_loao_gender,42,equal,5,0.5504,48
broad-instruct,graft_proposed_loao_gender,42,equal,6,0.5478,48
broad-instruct,graft_proposed_loao_gender,42,equal,7,0.5507,48
broad-instruct,graft_proposed_loao_gender,42,equal,8,0.5532,48
broad-instruct,graft_proposed_loao_gender,42,equal,9,0.5461,48
broad-instruct,graft_proposed_loao_gender,42,equal,10,0.5451,48
broad-instruct,graft_proposed_loao_gender,42,equal,11,0.5551,48
broad-instruct,graft_proposed_loao_gender,42,equal,12,0.5488,48
broad-instruct,graft_proposed_loao_gender,42,equal,13,0.5418,48
broad-instruct,graft_proposed_loao_gender,42,equal,14,0.5336,48
broad-instruct,graft_proposed_loao_gender,42,equal,15,0.5268,48
broad-instruct,graft_proposed_loao_gender,42,equal,16,0.5318,48
broad-instruct,graft_proposed_loao_gender,42,equal,17,0.522,48
broad-instruct,graft_proposed_loao_gender,42,equal,18,0.495,48
broad-instruct,graft_proposed_loao_gender,42,equal,19,0.5379,48
broad-instruct,graft_proposed_loao_gender,42,equal,20,0.5636,48
broad-instruct,graft_proposed_loao_gender,42,equal,21,0.6167,48
broad-instruct,graft_proposed_loao_gender,42,equal,22,0.5545,48
broad-instruct,graft_proposed_loao_gender,42,equal,23,0.5949,48
broad-instruct,graft_proposed_loao_landholding,42,diff,0,0.5361,48
broad-instruct,graft_proposed_loao_landholding,42,diff,1,0.5351,48
broad-instruct,graft_proposed_loao_landholding,42,diff,2,0.5351,48
broad-instruct,graft_proposed_loao_landholding,42,diff,3,0.5353,48
broad-instruct,graft_proposed_loao_landholding,42,diff,4,0.5366,48
broad-instruct,graft_proposed_loao_landholding,42,diff,5,0.5336,48
broad-instruct,graft_proposed_loao_landholding,42,diff,6,0.535,48
broad-instruct,graft_proposed_loao_landholding,42,diff,7,0.5402,48
broad-instruct,graft_proposed_loao_landholding,42,diff,8,0.5375,48
broad-instruct,graft_proposed_loao_landholding,42,diff,9,0.5359,48
broad-instruct,graft_proposed_loao_landholding,42,diff,10,0.5284,48
broad-instruct,graft_proposed_loao_landholding,42,diff,11,0.5318,48
broad-instruct,graft_proposed_loao_landholding,42,diff,12,0.5353,48
broad-instruct,graft_proposed_loao_landholding,42,diff,13,0.5218,48
broad-instruct,graft_proposed_loao_landholding,42,diff,14,0.5091,48
broad-instruct,graft_proposed_loao_landholding,42,diff,15,0.4821,48
broad-instruct,graft_proposed_loao_landholding,42,diff,16,0.4818,48
broad-instruct,graft_proposed_loao_landholding,42,diff,17,0.4606,48
broad-instruct,graft_proposed_loao_landholding,42,diff,18,0.4557,48
broad-instruct,graft_proposed_loao_landholding,42,diff,19,0.4841,48
broad-instruct,graft_proposed_loao_landholding,42,diff,20,0.3653,48
broad-instruct,graft_proposed_loao_landholding,42,diff,21,0.348,48
broad-instruct,graft_proposed_loao_landholding,42,diff,22,0.2598,48
broad-instruct,graft_proposed_loao_landholding,42,diff,23,0.1599,48
broad-instruct,graft_proposed_loao_landholding,42,equal,0,0.535,48
broad-instruct,graft_proposed_loao_landholding,42,equal,1,0.5308,48
broad-instruct,graft_proposed_loao_landholding,42,equal,2,0.534,48
broad-instruct,graft_proposed_loao_landholding,42,equal,3,0.5357,48
broad-instruct,graft_proposed_loao_landholding,42,equal,4,0.5376,48
broad-instruct,graft_proposed_loao_landholding,42,equal,5,0.5331,48
broad-instruct,graft_proposed_loao_landholding,42,equal,6,0.5356,48
broad-instruct,graft_proposed_loao_landholding,42,equal,7,0.5422,48
broad-instruct,graft_proposed_loao_landholding,42,equal,8,0.5342,48
broad-instruct,graft_proposed_loao_landholding,42,equal,9,0.5378,48
broad-instruct,graft_proposed_loao_landholding,42,equal,10,0.5299,48
broad-instruct,graft_proposed_loao_landholding,42,equal,11,0.5354,48
broad-instruct,graft_proposed_loao_landholding,42,equal,12,0.5341,48
broad-instruct,graft_proposed_loao_landholding,42,equal,13,0.5241,48
broad-instruct,graft_proposed_loao_landholding,42,equal,14,0.5109,48
broad-instruct,graft_proposed_loao_landholding,42,equal,15,0.4849,48
broad-instruct,graft_proposed_loao_landholding,42,equal,16,0.4817,48
broad-instruct,graft_proposed_loao_landholding,42,equal,17,0.463,48
broad-instruct,graft_proposed_loao_landholding,42,equal,18,0.4486,48
broad-instruct,graft_proposed_loao_landholding,42,equal,19,0.4929,48
broad-instruct,graft_proposed_loao_landholding,42,equal,20,0.4764,48
broad-instruct,graft_proposed_loao_landholding,42,equal,21,0.5206,48
broad-instruct,graft_proposed_loao_landholding,42,equal,22,0.5015,48
broad-instruct,graft_proposed_loao_landholding,42,equal,23,0.4382,48
broad-instruct,graft_proposed_loao_social_group,42,diff,0,0.4448,48
broad-instruct,graft_proposed_loao_social_group,42,diff,1,0.4468,48
broad-instruct,graft_proposed_loao_social_group,42,diff,2,0.4452,48
broad-instruct,graft_proposed_loao_social_group,42,diff,3,0.446,48
broad-instruct,graft_proposed_loao_social_group,42,diff,4,0.4448,48
broad-instruct,graft_proposed_loao_social_group,42,diff,5,0.4448,48
broad-instruct,graft_proposed_loao_social_group,42,diff,6,0.4487,48
broad-instruct,graft_proposed_loao_social_group,42,diff,7,0.4517,48
broad-instruct,graft_proposed_loao_social_group,42,diff,8,0.4509,48
broad-instruct,graft_proposed_loao_social_group,42,diff,9,0.4478,48
broad-instruct,graft_proposed_loao_social_group,42,diff,10,0.4547,48
broad-instruct,graft_proposed_loao_social_group,42,diff,11,0.4543,48
broad-instruct,graft_proposed_loao_social_group,42,diff,12,0.4573,48
broad-instruct,graft_proposed_loao_social_group,42,diff,13,0.4486,48
broad-instruct,graft_proposed_loao_social_group,42,diff,14,0.4243,48
broad-instruct,graft_proposed_loao_social_group,42,diff,15,0.4286,48
broad-instruct,graft_proposed_loao_social_group,42,diff,16,0.4324,48
broad-instruct,graft_proposed_loao_social_group,42,diff,17,0.419,48
broad-instruct,graft_proposed_loao_social_group,42,diff,18,0.3911,48
broad-instruct,graft_proposed_loao_social_group,42,diff,19,0.4475,48
broad-instruct,graft_proposed_loao_social_group,42,diff,20,0.4139,48
broad-instruct,graft_proposed_loao_social_group,42,diff,21,0.3865,48
broad-instruct,graft_proposed_loao_social_group,42,diff,22,0.3347,48
broad-instruct,graft_proposed_loao_social_group,42,diff,23,0.3204,48
broad-instruct,graft_proposed_loao_social_group,42,equal,0,0.4467,48
broad-instruct,graft_proposed_loao_social_group,42,equal,1,0.4471,48
broad-instruct,graft_proposed_loao_social_group,42,equal,2,0.446,48
broad-instruct,graft_proposed_loao_social_group,42,equal,3,0.446,48
broad-instruct,graft_proposed_loao_social_group,42,equal,4,0.4458,48
broad-instruct,graft_proposed_loao_social_group,42,equal,5,0.4458,48
broad-instruct,graft_proposed_loao_social_group,42,equal,6,0.4486,48
broad-instruct,graft_proposed_loao_social_group,42,equal,7,0.4525,48
broad-instruct,graft_proposed_loao_social_group,42,equal,8,0.4495,48
broad-instruct,graft_proposed_loao_social_group,42,equal,9,0.4508,48
broad-instruct,graft_proposed_loao_social_group,42,equal,10,0.4546,48
broad-instruct,graft_proposed_loao_social_group,42,equal,11,0.4558,48
broad-instruct,graft_proposed_loao_social_group,42,equal,12,0.4609,48
broad-instruct,graft_proposed_loao_social_group,42,equal,13,0.4497,48
broad-instruct,graft_proposed_loao_social_group,42,equal,14,0.4275,48
broad-instruct,graft_proposed_loao_social_group,42,equal,15,0.434,48
broad-instruct,graft_proposed_loao_social_group,42,equal,16,0.4414,48
broad-instruct,graft_proposed_loao_social_group,42,equal,17,0.4196,48
broad-instruct,graft_proposed_loao_social_group,42,equal,18,0.3851,48
broad-instruct,graft_proposed_loao_social_group,42,equal,19,0.4588,48
broad-instruct,graft_proposed_loao_social_group,42,equal,20,0.4709,48
broad-instruct,graft_proposed_loao_social_group,42,equal,21,0.5354,48
broad-instruct,graft_proposed_loao_social_group,42,equal,22,0.4784,48
broad-instruct,graft_proposed_loao_social_group,42,equal,23,0.7309,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,0,0.5329,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,1,0.5333,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,2,0.5351,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,3,0.5346,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,4,0.5332,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,5,0.5367,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,6,0.5339,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,7,0.5341,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,8,0.5408,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,9,0.5396,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,10,0.5397,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,11,0.5418,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,12,0.5414,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,13,0.5335,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,14,0.5157,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,15,0.5107,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,16,0.4994,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,17,0.4662,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,18,0.458,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,19,0.5332,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,20,0.5209,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,21,0.4559,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,22,0.3253,48
broad-instruct,graft_proposed_qlora_nf4,42,diff,23,0.2445,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,0,0.532,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,1,0.534,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,2,0.5346,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,3,0.536,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,4,0.5358,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,5,0.5358,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,6,0.5333,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,7,0.5378,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,8,0.5423,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,9,0.5396,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,10,0.5408,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,11,0.5426,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,12,0.5455,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,13,0.5279,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,14,0.5186,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,15,0.5109,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,16,0.5001,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,17,0.4586,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,18,0.4487,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,19,0.5186,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,20,0.544,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,21,0.5669,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,22,0.4621,48
broad-instruct,graft_proposed_qlora_nf4,42,equal,23,0.4809,48
broad-instruct,reference_vanilla_lora,42,diff,0,0.4504,48
broad-instruct,reference_vanilla_lora,42,diff,1,0.4477,48
broad-instruct,reference_vanilla_lora,42,diff,2,0.4454,48
broad-instruct,reference_vanilla_lora,42,diff,3,0.446,48
broad-instruct,reference_vanilla_lora,42,diff,4,0.445,48
broad-instruct,reference_vanilla_lora,42,diff,5,0.4468,48
broad-instruct,reference_vanilla_lora,42,diff,6,0.4499,48
broad-instruct,reference_vanilla_lora,42,diff,7,0.4462,48
broad-instruct,reference_vanilla_lora,42,diff,8,0.4471,48
broad-instruct,reference_vanilla_lora,42,diff,9,0.4447,48
broad-instruct,reference_vanilla_lora,42,diff,10,0.4433,48
broad-instruct,reference_vanilla_lora,42,diff,11,0.434,48
broad-instruct,reference_vanilla_lora,42,diff,12,0.4384,48
broad-instruct,reference_vanilla_lora,42,diff,13,0.4306,48
broad-instruct,reference_vanilla_lora,42,diff,14,0.4114,48
broad-instruct,reference_vanilla_lora,42,diff,15,0.403,48
broad-instruct,reference_vanilla_lora,42,diff,16,0.3973,48
broad-instruct,reference_vanilla_lora,42,diff,17,0.4017,48
broad-instruct,reference_vanilla_lora,42,diff,18,0.4045,48
broad-instruct,reference_vanilla_lora,42,diff,19,0.368,48
broad-instruct,reference_vanilla_lora,42,diff,20,0.3385,48
broad-instruct,reference_vanilla_lora,42,diff,21,0.2694,48
broad-instruct,reference_vanilla_lora,42,diff,22,0.255,48
broad-instruct,reference_vanilla_lora,42,diff,23,0.1918,48
broad-instruct,reference_vanilla_lora,42,equal,0,0.4479,48
broad-instruct,reference_vanilla_lora,42,equal,1,0.446,48
broad-instruct,reference_vanilla_lora,42,equal,2,0.4464,48
broad-instruct,reference_vanilla_lora,42,equal,3,0.4472,48
broad-instruct,reference_vanilla_lora,42,equal,4,0.4456,48
broad-instruct,reference_vanilla_lora,42,equal,5,0.4471,48
broad-instruct,reference_vanilla_lora,42,equal,6,0.4476,48
broad-instruct,reference_vanilla_lora,42,equal,7,0.4495,48
broad-instruct,reference_vanilla_lora,42,equal,8,0.4512,48
broad-instruct,reference_vanilla_lora,42,equal,9,0.4457,48
broad-instruct,reference_vanilla_lora,42,equal,10,0.445,48
broad-instruct,reference_vanilla_lora,42,equal,11,0.437,48
broad-instruct,reference_vanilla_lora,42,equal,12,0.4368,48
broad-instruct,reference_vanilla_lora,42,equal,13,0.4283,48
broad-instruct,reference_vanilla_lora,42,equal,14,0.4165,48
broad-instruct,reference_vanilla_lora,42,equal,15,0.4067,48
broad-instruct,reference_vanilla_lora,42,equal,16,0.4064,48
broad-instruct,reference_vanilla_lora,42,equal,17,0.3989,48
broad-instruct,reference_vanilla_lora,42,equal,18,0.4122,48
broad-instruct,reference_vanilla_lora,42,equal,19,0.4676,48
broad-instruct,reference_vanilla_lora,42,equal,20,0.5539,48
broad-instruct,reference_vanilla_lora,42,equal,21,0.616,48
broad-instruct,reference_vanilla_lora,42,equal,22,0.6118,48
broad-instruct,reference_vanilla_lora,42,equal,23,0.6941,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,0,0.5028,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,1,0.5021,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,2,0.5013,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,3,0.5026,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,4,0.4941,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,5,0.494,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,6,0.4997,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,7,0.5023,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,8,0.5007,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,9,0.4959,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,10,0.4926,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,11,0.4899,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,12,0.4865,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,13,0.4804,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,14,0.4916,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,15,0.4593,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,16,0.4596,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,17,0.4375,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,18,0.429,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,19,0.4812,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,20,0.4264,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,21,0.4391,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,22,0.3473,48
broad-instruct,reference_vanilla_lora_loao_gender,42,diff,23,0.1815,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,0,0.5018,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,1,0.5042,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,2,0.5034,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,3,0.5007,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,4,0.4948,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,5,0.4946,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,6,0.5006,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,7,0.5015,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,8,0.5015,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,9,0.4997,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,10,0.4913,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,11,0.4907,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,12,0.4895,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,13,0.4847,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,14,0.4896,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,15,0.4643,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,16,0.4594,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,17,0.4383,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,18,0.4319,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,19,0.5101,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,20,0.4953,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,21,0.6576,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,22,0.5597,48
broad-instruct,reference_vanilla_lora_loao_gender,42,equal,23,0.5711,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,0,0.5016,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,1,0.5,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,2,0.4993,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,3,0.5007,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,4,0.5027,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,5,0.494,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,6,0.4976,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,7,0.496,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,8,0.4936,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,9,0.4948,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,10,0.4926,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,11,0.484,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,12,0.4868,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,13,0.4769,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,14,0.4569,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,15,0.4589,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,16,0.4679,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,17,0.4494,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,18,0.452,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,19,0.491,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,20,0.4522,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,21,0.5013,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,22,0.3822,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,diff,23,0.2345,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,0,0.5018,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,1,0.5054,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,2,0.4971,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,3,0.4962,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,4,0.498,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,5,0.4944,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,6,0.498,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,7,0.4957,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,8,0.4977,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,9,0.4945,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,10,0.491,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,11,0.4826,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,12,0.487,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,13,0.4772,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,14,0.4566,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,15,0.4599,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,16,0.4697,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,17,0.4602,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,18,0.4759,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,19,0.5002,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,20,0.5175,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,21,0.6385,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,22,0.5797,48
broad-instruct,reference_vanilla_lora_loao_landholding,42,equal,23,0.5532,48
broad-instruct,reference_vanilla_lora_loao_social_group,42,diff,0,0.4944,48
broad-instruct,reference_vanilla_lora_loao_social_group,42,diff,1,0.4957,48
broad-instruct,reference_vanilla_lora_loao_social_group,42,diff,2,0.494,48
broad-instruct,reference_vanilla_lora_loao_social_group,42,diff,3,0.4947,48
