tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_lftf,baseline_lftf,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.8571,0.814,0.8958,0.8529,-0.0819,0.814,0.875,,,0.0756,0.1042,-0.159,bipolar_no_dominant_polarity,,,,,,,,,,,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_pedal,baseline_pedal,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9451,0.9302,0.9583,0.9441,-0.0281,0.9302,0.9524,,,0.0058,0.0417,-0.7551,gap_fabrication_dominant,,,,,,,,,,,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9759,0.9813,0.9967,4.351,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9175,0.9686,0.8654,0.9141,0.1032,0.9686,0.88,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9759,0.9813,0.9967,4.351,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_regift,baseline_regift,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9505,0.9128,0.9844,0.9472,-0.0716,0.9128,0.9812,,,0.0233,0.0156,0.1963,bipolar_no_dominant_polarity,,,,,,,0.9759,0.9813,0.9967,4.351,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9815,0.983,1.0,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9175,0.9623,0.8718,0.9148,0.0905,0.9623,0.8844,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9815,0.983,1.0,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9341,0.8837,0.9792,0.929,-0.0954,0.8837,0.9744,,,0.0407,0.0208,0.3228,gap_erasure_dominant,,,,,,,0.9815,0.983,1.0,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9832,0.9861,0.9987,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9238,0.9686,0.8782,0.9212,0.0903,0.9686,0.8902,,,0.0063,0.1218,-0.9018,gap_fabrication_dominant,,,,,,,0.9832,0.9861,0.9987,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9643,0.9419,0.9844,0.9626,-0.0425,0.9419,0.9818,,,0.0058,0.0156,-0.4576,gap_fabrication_dominant,,,,,,,0.9832,0.9861,0.9987,4.757,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9832,0.985,0.996,4.838,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9175,0.9497,0.8846,0.916,0.0651,0.9497,0.8935,,,0.0314,0.1154,-0.5717,gap_fabrication_dominant,,,,,,,0.9832,0.985,0.996,4.838,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed,graft_proposed,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9753,0.9709,0.9792,0.975,-0.0082,0.9709,0.9766,,,0.0174,0.0208,-0.0886,bipolar_no_dominant_polarity,,,,,,,0.9832,0.985,0.996,4.838,0.82593,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9845,0.9859,0.994,4.865,1.46191,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9845,0.9859,0.994,4.865,1.46191,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,graft_proposed_qlora_nf4,graft_proposed_qlora_nf4,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,364,0.9643,0.9419,0.9844,0.9626,-0.0425,0.9419,0.9818,,,0.0174,0.0156,0.0549,bipolar_no_dominant_polarity,,,,,,,0.9845,0.9859,0.994,4.865,1.46191,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9206,0.9623,0.8782,0.9183,0.0841,0.9623,0.8895,,,0.0,0.1218,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.967,0.9477,0.9844,0.9657,-0.0367,0.9477,0.9819,,,0.0058,0.0156,-0.4576,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9302,0.9623,0.8974,0.9287,0.0648,0.9623,0.9053,,,0.0314,0.1026,-0.5307,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9396,0.8895,0.9844,0.9346,-0.0948,0.8895,0.9808,,,0.0814,0.0156,0.6779,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,0.8143,0.675,1.0,0.806,-0.325,0.675,1.0,,,0.325,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.8603,0.8113,0.9103,0.8579,-0.0989,0.8113,0.9021,,,0.1761,0.0897,0.3248,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.8736,0.7616,0.974,0.8548,-0.2123,0.7616,0.9632,,,0.1919,0.026,0.761,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,315,0.927,0.9686,0.8846,0.9247,0.0839,0.9686,0.8953,,,0.0,0.1154,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,364,0.956,0.936,0.974,0.9546,-0.0379,0.936,0.9699,,,0.0291,0.026,0.0549,bipolar_no_dominant_polarity,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,0.2714,0.225,0.3333,0.2687,-0.1083,0.225,0.3103,,,0.225,0.6667,-0.4953,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.4413,0.4654,0.4167,0.4397,0.0487,0.4654,0.4485,,,0.4088,0.5833,-0.1759,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.3407,0.3081,0.3698,0.3362,-0.0617,0.3081,0.3046,,,0.3372,0.6302,-0.3029,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,0.5857,0.925,0.1333,0.2331,0.7917,0.925,0.5873,,,0.0,0.8667,-1.0,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.4571,0.8742,0.0321,0.0618,0.8422,0.8742,0.4793,,,0.0,0.9679,-1.0,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.522,0.6744,0.3854,0.4905,0.289,0.6744,0.4957,,,0.1105,0.6146,-0.6953,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9016,0.9434,0.859,0.8992,0.0844,0.9434,0.8721,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.956,0.9593,0.9531,0.9562,0.0062,0.9593,0.9483,,,0.0,0.0469,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9048,0.9686,0.8397,0.8996,0.1288,0.9686,0.8603,,,0.0,0.1603,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9038,0.9419,0.8698,0.9044,0.0721,0.9419,0.8663,,,0.0058,0.1302,-0.9145,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9698,0.9593,0.9792,0.9691,-0.0199,0.9593,0.9763,,,0.0058,0.0208,-0.5636,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9623,0.8782,0.9183,0.0841,0.9623,0.8895,,,0.0063,0.1218,-0.9018,gap_fabrication_dominant,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.956,0.936,0.974,0.9546,-0.0379,0.936,0.9699,,,0.0233,0.026,-0.0565,bipolar_no_dominant_polarity,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9798,0.9819,0.9933,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9798,0.9819,0.9933,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9423,0.9302,0.9531,0.9415,-0.0229,0.9302,0.9467,,,0.0116,0.0469,-0.6025,gap_fabrication_dominant,,,,,,,0.9798,0.9819,0.9933,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9723,0.9765,0.9947,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9175,0.9686,0.8654,0.9141,0.1032,0.9686,0.88,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9723,0.9765,0.9947,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9093,0.9302,0.8906,0.91,0.0396,0.9302,0.884,,,0.0,0.1094,-1.0,gap_fabrication_dominant,,,,,,,0.9723,0.9765,0.9947,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.973,0.9797,0.9953,4.757,0.54445,0.0,,0,deepseek:deepseek-chat
