bundle_id,panel_role,axis,original_condition,source_cell,source_reference,condition,prompt,expected_canonical,expected_display_letter,prompt_and_gold_sha256,review_status_pass_or_fail,reviewer_id,review_date_utc,review_notes
B014,main,social_group,diff,AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Jammu & Kashmir, according to the 2015-16 Agriculture Census, which social group operates a larger share of medium operated area — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Roughly equal
b) Scheduled Castes
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,16c76f7f41cba735b535beae5aa28e3bdc67fc0659187811e72fd113632d201a,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B014,main,social_group,diff,AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 5.0847 |
| Other social groups | 76.2712 |
(denominator: All-social-groups total for Jammu & Kashmir/Medium/area=59)
(source location: Tables 2-4, PDF pages 29,35,41)

In Jammu & Kashmir, according to the 2015-16 Agriculture Census, which social group operates a larger share of medium operated area — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Roughly equal
b) Scheduled Castes
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,443c488eb61df32d7507e3e44e83775c76a37e7916f7e2aeafc59d81948cd2bf,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B014,main,social_group,diff,AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 76.2712 |
| Other social groups | 5.0847 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Other social groups, or are the two roughly equal?
a) Roughly equal
b) Scheduled Castes
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,cb32cf57908b8af8c1a85d5d83639646fa0381ee297c6849f483dc8cf8cffa3c,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B014,main,social_group,diff,AgCensus2015-16 T2-4 Jammu & Kashmir/Medium/area/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 5.0847 |
| Group B | 76.2712 |
(denominator: All-social-groups total for Jammu & Kashmir/Medium/area=59)
(source location: Tables 2-4, PDF pages 29,35,41)
(Group A and Group B are anonymous labels used consistently.)

In Jammu & Kashmir, according to the 2015-16 Agriculture Census, which social group operates a larger share of medium operated area — Group A, Group B, or are the two roughly equal?
a) Roughly equal
b) Group A
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,af575f837a33abbcdbd37be4e2a05a46b31403364107503b370eb3ab32bc824b,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B015,main,social_group,diff,AgCensus2015-16 T2-4 Bihar/Marginal/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Bihar, according to the 2015-16 Agriculture Census, which social group operates a larger share of marginal holdings — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Other social groups
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,a,697d25f912a66c8fe9223ba806b4ce145ac1bb6eaae553ab09fbd0e5b0db27e7,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B015,main,social_group,diff,AgCensus2015-16 T2-4 Bihar/Marginal/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 12.1769 |
| Other social groups | 86.6408 |
(denominator: All-social-groups total for Bihar/Marginal/number=14971)
(source location: Tables 2-4, PDF pages 26,32,38)

In Bihar, according to the 2015-16 Agriculture Census, which social group operates a larger share of marginal holdings — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Other social groups
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,a,d79fb0a08fefa5507bf2e516204c3ac039415d065857f8dbce1b482dd1a06d4e,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B015,main,social_group,diff,AgCensus2015-16 T2-4 Bihar/Marginal/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 86.6408 |
| Other social groups | 12.1769 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Other social groups, or are the two roughly equal?
a) Other social groups
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,4ad94b5074c1418458ce54d6ce93d33a5f37628c99e7cdc29b027e5e69eaae13,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B015,main,social_group,diff,AgCensus2015-16 T2-4 Bihar/Marginal/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 12.1769 |
| Group B | 86.6408 |
(denominator: All-social-groups total for Bihar/Marginal/number=14971)
(source location: Tables 2-4, PDF pages 26,32,38)
(Group A and Group B are anonymous labels used consistently.)

In Bihar, according to the 2015-16 Agriculture Census, which social group operates a larger share of marginal holdings — Group A, Group B, or are the two roughly equal?
a) Group B
b) Group A
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,a,20bde285a70a2000e29d3da74ae2c0a8317bcb89dd8486a406df5aa7992aafaa,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B016,main,social_group,diff,AgCensus2015-16 T2-4 Karnataka/Small/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Karnataka, according to the 2015-16 Agriculture Census, which social group operates a larger share of small holdings — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Scheduled Castes
b) Roughly equal
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,fd25d075df64f4091bdffbf826b727aef71cde4246968b518baaa9c9c76f8b75,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B016,main,social_group,diff,AgCensus2015-16 T2-4 Karnataka/Small/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 12.0145 |
| Other social groups | 81.2105 |
(denominator: All-social-groups total for Karnataka/Small/number=2214)
(source location: Tables 2-4, PDF pages 27,33,39)

In Karnataka, according to the 2015-16 Agriculture Census, which social group operates a larger share of small holdings — Scheduled Castes, Other social groups, or are the two roughly equal?
a) Scheduled Castes
b) Roughly equal
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,135645fef82b9c00ce33ab5bb78e4a06e6f8763ceb1d7b3e264a051548b88fc7,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B016,main,social_group,diff,AgCensus2015-16 T2-4 Karnataka/Small/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 81.2105 |
| Other social groups | 12.0145 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Other social groups, or are the two roughly equal?
a) Scheduled Castes
b) Roughly equal
c) Other social groups
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,0d5f58995e506f8bb03178e11024620bcfe9d32f9d753dd54247a6f4d853ddd9,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B016,main,social_group,diff,AgCensus2015-16 T2-4 Karnataka/Small/number/SCvsOthers,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 12.0145 |
| Group B | 81.2105 |
(denominator: All-social-groups total for Karnataka/Small/number=2214)
(source location: Tables 2-4, PDF pages 27,33,39)
(Group A and Group B are anonymous labels used consistently.)

In Karnataka, according to the 2015-16 Agriculture Census, which social group operates a larger share of small holdings — Group A, Group B, or are the two roughly equal?
a) Group A
b) Roughly equal
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",b,c,8b6eb1324421bf53aa41a666d63cf4a0b8eb9486f7ef1bf5e21fc3db60cf1e85,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B017,main,landholding,equal,AgCensus2015-16 T2-4 Punjab/SC/area/SmallvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"Based on the 2015-16 Agriculture Census in Punjab, among Scheduled Castes, does the small operated area or the large operated area account for a larger share of operated area, or are the two roughly equal?
a) small operated area
b) Roughly equal
c) large operated area
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,f214e0cf3b704b462fee1ed40ddfa7f53a338f2e72d6c7ceda0a5f3b2d71100e,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B017,main,landholding,equal,AgCensus2015-16 T2-4 Punjab/SC/area/SmallvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| small operated area | 12.6761 |
| large operated area | 14.0845 |
(denominator: All Classes total for Punjab/SC/area=142)
(source location: Table 3, PDF pages 31,33,36)

Based on the 2015-16 Agriculture Census in Punjab, among Scheduled Castes, does the small operated area or the large operated area account for a larger share of operated area, or are the two roughly equal?
a) small operated area
b) Roughly equal
c) large operated area
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,f9228e8961a24db1b38ce81f2c0e64db353ab9972201239d205b734c4e66f54a,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B017,main,landholding,equal,AgCensus2015-16 T2-4 Punjab/SC/area/SmallvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| small operated area | 25.0845 |
| large operated area | 14.0845 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—small operated area, large operated area, or are the two roughly equal?
a) small operated area
b) Roughly equal
c) large operated area
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,75537a7a0f22bf2a8451ba8e250ce3046231960d7a3aa1961dd58f4d709e03f6,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B017,main,landholding,equal,AgCensus2015-16 T2-4 Punjab/SC/area/SmallvsLarge,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 12.6761 |
| Group B | 14.0845 |
(denominator: All Classes total for Punjab/SC/area=142)
(source location: Table 3, PDF pages 31,33,36)
(Group A and Group B are anonymous labels used consistently.)

Based on the 2015-16 Agriculture Census in Punjab, among Scheduled Castes, does the Group A or the Group B account for a larger share of operated area, or are the two roughly equal?
a) Group A
b) Roughly equal
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,7bcc874da58fb727ef54a7f3d98844f5e591158b9cd5a40b09b35b255789ffa3,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B018,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"Based on the 2015-16 Agriculture Census in Arunachal Pradesh, among farmers, does a greater proportion of holdings belong to small holdings, to medium holdings, or are the two roughly equal?
a) small holdings
b) Roughly equal
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,18de3f360f3f8213b07b054c425b5a1b54c974d16b497917c1e0ecb2686438fb,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B018,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 21.2389 |
| medium holdings | 23.0088 |
(denominator: All Classes total for Arunachal Pradesh/All/number=113)
(source location: Table 2, PDF pages 25,27,29)

Based on the 2015-16 Agriculture Census in Arunachal Pradesh, among farmers, does a greater proportion of holdings belong to small holdings, to medium holdings, or are the two roughly equal?
a) small holdings
b) Roughly equal
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,b3f8bfac800641754ea7e5ec393d280da89d64966e91deb1b1297f6a1641c8e2,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B018,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 34.0088 |
| medium holdings | 23.0088 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—small holdings, medium holdings, or are the two roughly equal?
a) small holdings
b) Roughly equal
c) medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,dc274426a335e62e122df0a00852eeb363d37018548a247c31a51798c32591ed,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B018,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 21.2389 |
| Group B | 23.0088 |
(denominator: All Classes total for Arunachal Pradesh/All/number=113)
(source location: Table 2, PDF pages 25,27,29)
(Group A and Group B are anonymous labels used consistently.)

Based on the 2015-16 Agriculture Census in Arunachal Pradesh, among farmers, does a greater proportion of holdings belong to Group A, to Group B, or are the two roughly equal?
a) Group A
b) Roughly equal
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,a0b0d6c7bef9406ec3793e398f8da139e6f704bbb0194e4592b148c8bfb43af5,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B019,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"According to the 2015-16 Agriculture Census, among Scheduled Tribes in Arunachal Pradesh, which size class — semi-medium holdings, medium holdings, or are the two roughly equal — accounts for a larger share of holdings?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,88c6ea2f78fad9a2efc9f7b9b5a833cd67f9bc2663a3ce10b5a2099fc83d316d,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B019,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 26.3636 |
| medium holdings | 23.6364 |
(denominator: All Classes total for Arunachal Pradesh/ST/number=110)
(source location: Table 4, PDF pages 37,40,41)

According to the 2015-16 Agriculture Census, among Scheduled Tribes in Arunachal Pradesh, which size class — semi-medium holdings, medium holdings, or are the two roughly equal — accounts for a larger share of holdings?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,f27757223b3ce0631c478e86cd82b45c2aa6f8ccb34a17c0344fe40c902d0367,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B019,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| semi-medium holdings | 34.6364 |
| medium holdings | 23.6364 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—semi-medium holdings, medium holdings, or are the two roughly equal?
a) medium holdings
b) Roughly equal
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,ce2af0c989616986ef1caf75f9a589a751599e0b4aeb8c13bffe21208acbc706,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B019,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/Semi-mediumvsMedium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 26.3636 |
| Group B | 23.6364 |
(denominator: All Classes total for Arunachal Pradesh/ST/number=110)
(source location: Table 4, PDF pages 37,40,41)
(Group A and Group B are anonymous labels used consistently.)

According to the 2015-16 Agriculture Census, among Scheduled Tribes in Arunachal Pradesh, which size class — Group A, Group B, or are the two roughly equal — accounts for a larger share of holdings?
a) Group B
b) Roughly equal
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,3551423cfc3213cf54c3390ff5d0b9ab61fa6b6e0760e87d24a586c47f909500,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B020,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"Based on the 2015-16 Agriculture Census in Arunachal Pradesh, when comparing farmers, do small holdings or semi-medium holdings account for a larger portion of holdings, or are they roughly equal?
a) Roughly equal
b) small holdings
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,a,6eee6294f20d5c67f0f6f04add408208b6a483007b883995c425cc78815c2baa,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B020,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 21.2389 |
| semi-medium holdings | 25.6637 |
(denominator: All Classes total for Arunachal Pradesh/All/number=113)
(source location: Table 2, PDF pages 25,27,28)

Based on the 2015-16 Agriculture Census in Arunachal Pradesh, when comparing farmers, do small holdings or semi-medium holdings account for a larger portion of holdings, or are they roughly equal?
a) Roughly equal
b) small holdings
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,a,18da8cbfb672cda94594b3730042889720909bee435547d57244ee77a858abe0,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B020,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| small holdings | 36.6637 |
| semi-medium holdings | 25.6637 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—small holdings, semi-medium holdings, or are the two roughly equal?
a) Roughly equal
b) small holdings
c) semi-medium holdings
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,77200d00f8cfdefcdb752e0d01283a15b3b8702900d042f174ced95c39f151a6,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B020,main,landholding,equal,AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsSemi-medium,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 21.2389 |
| Group B | 25.6637 |
(denominator: All Classes total for Arunachal Pradesh/All/number=113)
(source location: Table 2, PDF pages 25,27,28)
(Group A and Group B are anonymous labels used consistently.)

Based on the 2015-16 Agriculture Census in Arunachal Pradesh, when comparing farmers, do Group A or Group B account for a larger portion of holdings, or are they roughly equal?
a) Roughly equal
b) Group A
c) Group B
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,a,3e72d24ea537f0db1a4957f031890c89c5e1a58b49202b97ee3c0dfec33ef68f,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
