tier,method,seed,pair_id,toggle_axis,base_query,words_a,words_b,exact_duplicate,tfidf_cosine_distance,content_word_jaccard_distance,structured_feature_l1_range_0_to_5,repetition_a,repetition_b,empty_a,empty_b,refusal_a,refusal_b,possible_truncation_a,possible_truncation_b,judge_score
broad-instruct,graft_proposed,42,p0004,gender,How can mango pests be effectively controlled?,79,101,False,0.582259566347183,0.671875,0.21313131313131312,0.3418,0.3762,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0008,gender,Why is it that in kigezi region most especially kabale they do not plant cassava ?,46,30,False,0.47602311070998327,0.7083333333333333,0.3533834586466165,0.3043,0.3333,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0012,gender,"How much water do guava trees need, and how often should I irrigate?",158,62,False,0.40064392636502677,0.5915492957746479,0.6671328671328671,0.4114,0.2258,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0016,gender,"How should harvested apples be stored to ensure their freshness, and what environmental conditions are optimal for storage?",77,81,False,0.20644730690643964,0.326530612244898,0.02531645569620253,0.2597,0.2716,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0020,gender,What are the symptoms of Infectious chlorosis caused by Cucumber Mosaic Virus (CMV)?,26,210,False,0.7026909759217842,0.6808510638297872,1.4719687092568448,0.1923,0.7286,False,False,False,False,False,True,
broad-instruct,graft_proposed,42,p0024,gender,"When is the best time to harvest chili peppers, and how do I know they are ripe?",46,34,False,0.132657107242366,0.3076923076923077,0.35,0.3261,0.2647,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0028,gender,What strategies are recommended for controlling downy mildew in grapes?,39,39,True,-2.220446049250313e-16,0.0,0.0,0.0769,0.0769,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0032,gender,How does Mango malformation spread within mango orchards?,173,111,False,0.50698924205741,0.7764705882352941,0.5124275062137531,0.5376,0.4054,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0036,gender,How can Powdery mildew in mango trees be managed?,192,109,False,0.527643600265443,0.7787610619469026,2.6670518561317347,0.3698,0.2477,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0040,gender,What is the cause of Freckle or Black Spot in bananas?,78,82,False,0.390263623807547,0.6808510638297872,0.19166666666666665,0.3846,0.5122,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0044,gender,What is the best way to store harvested wheat to prevent spoilage?,25,43,False,0.3130483913964215,0.6521739130434783,0.7647058823529411,0.16,0.2558,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0048,gender,"Apart from supergro, what other fertilizer can a farmer use to retain moisture in the garden during the period of drought?",16,16,True,0.0,0.0,0.0,0.0625,0.0625,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0052,gender,How can powdery mildew in chilli plants be effectively managed?,205,51,False,0.5634524718489536,0.8207547169811321,3.2857730263157894,0.3707,0.1373,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0056,gender,"How do I know when tomatoes are ripe for harvest, and how should they be picked?",41,60,False,0.37862883220934374,0.5277777777777778,0.33097595473833097,0.2195,0.2667,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0060,gender,"What are some common diseases affecting banana plants, and how can I manage them?",70,105,False,0.4628268839165546,0.603448275862069,0.3111111111111111,0.1857,0.4476,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0064,gender,What organism is associated with the development of powdery mildew in grapevines?,16,16,True,0.0,0.0,0.0,0.125,0.125,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0068,gender,"How often should I water sapota trees, and what factors should I consider for irrigation scheduling?",64,64,True,-2.220446049250313e-16,0.0,0.0,0.1875,0.1875,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0072,gender,What steps can I take to promote bananas effectively in the market?,208,203,False,0.241615706735419,0.503448275862069,0.11561372598372346,0.3317,0.3153,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0076,gender,What are the symptoms of white rot in onions and garlic?,97,89,False,0.1958933314410728,0.7291666666666667,1.9138241498173585,0.4742,0.4944,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0080,gender,What spacing should I use when planting banana plants?,34,34,True,0.0,0.0,0.0,0.1765,0.1765,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0084,gender,What is the pathogen responsible for Leaf Curl Disease in tomato plants?,26,18,False,0.31791086540895874,0.5,0.5151515151515151,0.2692,0.2222,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0088,gender,what are the signs and symptoms of CBB disease?,53,53,True,-2.220446049250313e-16,0.0,0.0,0.2075,0.2075,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0092,gender,How does Anthracnose spread among guava orchards?,24,32,False,0.2389469361386557,0.3157894736842105,0.14285714285714285,0.0833,0.1562,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0096,gender,why do we need to rotate stock?,15,8,False,0.5358862942314082,0.5555555555555556,0.30434782608695654,0.0667,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0100,gender,"As a farmer, which method is good to prevent soil erosion?",11,11,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0104,gender,What essential nutrients are required for healthy sapota tree growth and fruiting?,70,43,False,0.4477266442203717,0.5652173913043479,0.48893805309734517,0.2429,0.1628,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0108,gender,What fertilizer is recommended for maize at planting stage?,10,10,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0112,gender,What is the recommended approach to pruning grapevines for maximum yield and quality?,200,79,False,0.6150120642343426,0.8347107438016529,2.5170250896057347,0.34,0.2785,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0116,gender,What is the pathogen that causes Anthracnose in mango trees?,14,14,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0120,gender,What are the symptoms of Panama disease in banana plants?,221,36,False,0.6027571821637558,0.6511627906976745,1.3972637128153633,0.7602,0.3056,False,False,False,False,True,False,2.0
broad-instruct,graft_proposed,42,p0124,gender,How can I determine the appropriate watering regimen for guava trees to meet their moisture needs?,210,213,False,0.40891961788371556,0.7299270072992701,2.237861429350791,0.4,0.4601,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0128,gender,what water managing techniques can a farmer user to guard against drought?,7,7,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0132,gender,What is the primary mode of spread for Leaf spot disease?,37,22,False,0.6834357299572928,0.7307692307692308,0.4542372881355932,0.1622,0.0909,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0136,gender,What strategies can be employed to control Panama disease in banana plants?,183,184,False,0.033164910290207295,0.1071428571428571,0.0027247956403269754,0.377,0.3533,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0140,gender,Which fertilizer is recommended for mango cultivation?,44,73,False,0.3139086038174631,0.7352941176470589,0.558974358974359,0.3409,0.3425,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0144,gender,What type of soil is best for growing onions?,7,7,True,-2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0148,gender,How can Stem end rot in mango trees be managed?,58,16,False,0.39730859025016874,0.7307692307692308,1.0675675675675675,0.3103,0.0625,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0152,gender,"How much water do chili peppers need, and how often should I irrigate?",15,14,False,0.024059640141701144,0.11111111111111116,0.034482758620689655,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0156,gender,When is the best time to plant garlic?,10,10,True,0.0,0.0,0.0,0.1,0.1,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0160,gender,How can Soft rot be identified in Apple trees based on observable characteristics?,207,63,False,0.3545773388526443,0.607843137254902,1.1333333333333333,0.7053,0.3651,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0164,gender,"When is the best time to harvest apples, and how do I know they are ripe?",40,40,True,0.0,0.0,0.0,0.275,0.275,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0168,gender,What management practices can be implemented to control bacterial leaf spot in chilli plants?,203,76,False,0.5786721043960411,0.7572815533980582,3.0742447516641067,0.4236,0.1711,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0172,gender,What causes Freckle or Black Spot in bananas?,96,97,False,0.06997728029693628,0.21739130434782605,0.0051813471502590676,0.4062,0.3918,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0176,gender,Which soil composition is best suited for citrus trees?,32,92,False,0.38079140894762176,0.7,0.8172043010752688,0.25,0.25,False,False,False,False,False,False,2.0
broad-instruct,graft_proposed,42,p0180,gender,"Why is it important to thin guava fruits, and how should it be done?",51,51,False,0.06849709426327788,0.2222222222222222,0.0,0.3137,0.3529,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0184,gender,What is the pathogen responsible for Bacterial Wilt in tomato plants?,14,12,False,0.6432735603334061,0.4545454545454546,0.41025641025641024,0.0,0.0,False,False,False,False,False,False,5.0
broad-instruct,graft_proposed,42,p0188,gender,What are the favorable conditions for the development of early blight in potato plants?,18,18,True,-2.220446049250313e-16,0.0,0.0,0.0556,0.0556,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0192,gender,How do Crop Insurance Schemes (2022) protect farmers?,15,15,False,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0196,gender,How should I prune guava trees to ensure optimal growth and fruit production?,64,94,False,0.6137805993661138,0.8333333333333334,0.389873417721519,0.1562,0.2128,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0200,gender,How does cassava propagate new plants?,26,35,False,0.0573512731649477,0.2142857142857143,0.14754098360655737,0.2308,0.2857,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0204,gender,What strategies can be employed to manage Stem end rot in mango trees?,184,51,False,0.6692142500061229,0.88,3.232624113475177,0.3641,0.1961,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0208,gender,Which crops responds better in acidic soils?,10,10,False,0.35687483319178126,0.5454545454545454,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0212,gender,When is the best time to harvest grapes for wine production?,41,47,False,0.033855082222106536,0.125,0.06818181818181818,0.2683,0.2979,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0216,gender,How best can picks bags store maize grains for a long period of time?,99,75,False,0.38995624060396483,0.7169811320754718,0.22884012539184953,0.3434,0.44,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0220,gender,What facilitates farm yard manure to loosen upper soil layers?,26,23,False,0.36086541833717656,0.5238095238095238,0.061224489795918366,0.2308,0.1739,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0224,gender,"What ailment targets guava foliage, young shoots, and fruit?",12,41,False,0.4792553135034906,0.7307692307692308,1.1471698113207547,0.0,0.1707,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0228,gender,What management strategies can be used to control damping off in tomato plants?,60,40,False,0.5088756903221405,0.75,0.4,0.15,0.275,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0232,gender,"What are the primary factors driving citrus market prices, and how do growers manage market volatility?",22,23,False,0.1251796817903008,0.25,0.022222222222222223,0.0909,0.087,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0236,gender,how do farmers control insects?,170,186,False,0.17987233940547487,0.7913043478260869,0.0449438202247191,0.3882,0.7419,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0240,gender,"When is the best time to harvest onions, and how do I know they are ready?",63,72,False,0.27190379682885846,0.36585365853658536,0.17777777777777776,0.2381,0.1944,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0244,gender,What is the disease cycle of white rot in onion and garlic crops?,60,60,True,0.0,0.0,0.0,0.3833,0.3833,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0248,gender,What is the scientific name of the pathogen responsible for bacterial leaf spot in chilli plants?,19,19,True,0.0,0.0,0.0,0.0526,0.0526,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0252,gender,"Apart from sun drying, which other method is used for drying maize?",10,7,False,0.20716396005070536,0.2857142857142857,0.17647058823529413,0.1,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0256,gender,Can over boiling maize make it loss Carbohydrates?,35,31,False,0.14711936223925037,0.4,0.06060606060606061,0.1714,0.1935,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0260,gender,what are natural fertilizers made of ?,15,21,False,0.13433016600534076,0.3571428571428571,0.16666666666666666,0.2667,0.2381,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0264,gender,What management strategies can be used to control Leaf Curl Disease caused by Tomato Leaf Curl Virus (ToLCV) in tomato plants?,35,35,True,-2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0268,gender,How does early blight spread and survive in potato plants?,61,56,False,0.22429447042638173,0.3783783783783784,0.042735042735042736,0.2295,0.1964,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0272,gender,What is the recommended pH range for soil used for growing beans?,14,14,True,0.0,0.0,0.0,0.0714,0.0714,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0276,gender,How can Sooty mould in mango trees be managed?,171,171,True,0.0,0.0,0.0,0.6257,0.6257,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0280,gender,What's the organism responsible for Red-rust in mango trees?,13,13,False,0.22038432366413463,0.2222222222222222,0.0,0.0769,0.0769,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0284,gender,How does powdery mildew spread and persist in grapevines?,48,48,True,0.0,0.0,0.0,0.2083,0.2083,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0288,gender,How does the Plant Quarantine Clearance (2011) policy prevent the spread of pests and diseases?,43,108,False,0.32892055266668063,0.6122448979591837,0.6304635761589403,0.2558,0.4352,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0292,gender,Can I use chemicals to kill weeds in a cassava garden?,13,13,True,-2.220446049250313e-16,0.0,0.0,0.0769,0.0769,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0296,gender,Where can we get fertilizer on low price for maize?,13,8,False,0.34814857507235664,0.5,0.23809523809523808,0.1538,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0300,gender,How is the pathogen linked to Freckle or Black Spot in bananas characterized?,15,15,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0304,gender,When is the appropriate time for bean harvesting as recommended for farmers?,44,86,False,0.25341333152432044,0.5531914893617021,0.573076923076923,0.1818,0.3023,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0308,gender,What method does cassava primarily use for reproduction?,15,225,False,0.9695739483577887,0.782608695652174,1.745967741935484,0.1333,0.8578,False,False,False,False,False,True,
broad-instruct,graft_proposed,42,p0312,gender,"What are some diseases that citrus trees may contract, and how can I prevent their occurrence?",161,161,True,0.0,0.0,0.0,0.7888,0.7888,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0316,gender,"What is the disease known as damping off in chilli, and what is the causative pathogen?",20,53,False,0.6371342263002344,0.8387096774193549,0.6520547945205479,0.15,0.3396,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0320,gender,What irrigation practices are suitable for banana cultivation?,49,22,False,0.8410325488054389,0.8857142857142857,2.7136150234741785,0.2653,0.1364,False,False,False,False,False,False,5.0
broad-instruct,graft_proposed,42,p0324,gender,Which chilli cultivars are commonly grown?,57,69,False,0.6478154359978328,0.33333333333333337,0.09523809523809523,0.614,0.6667,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0328,gender,"In top side dressing, at what stage should fertilizers be applied?",9,9,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0332,gender,At what stage should I weed the beans?,10,10,False,0.29357579006363255,0.2857142857142857,0.0,0.1,0.1,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0336,gender,What type of climate is best for growing coconuts?,6,6,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0340,gender,what are combine harvesters?,25,30,False,0.18856593371789776,0.42105263157894735,0.09090909090909091,0.12,0.1333,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0344,gender,What are the signs that your mango tree might have Mango malformation?,102,85,False,0.34430551682618893,0.7142857142857143,0.16783216783216784,0.4804,0.4706,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0348,gender,What strategies should be used to market mangoes?,221,214,False,0.6329881567947806,0.821917808219178,0.09301503094606543,0.733,0.7103,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0352,gender,"What are the characteristics of Cercospora capsici, the pathogen causing cercospora leaf spot in chilli plants?",97,91,False,0.10284376647120574,0.17543859649122806,0.031914893617021274,0.3299,0.2967,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0356,gender,What are the symptoms of fusarium wilt in chilli plants?,21,38,False,0.43176108616248554,0.6190476190476191,0.788135593220339,0.1905,0.3158,False,False,False,False,False,False,3.0
broad-instruct,graft_proposed,42,p0360,gender,What signs indicate the presence of powdery mildew in grapevines?,40,39,False,0.24667708417327616,0.40909090909090906,0.012658227848101266,0.275,0.2821,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0364,gender,"What are mosaic viruses, and what are their symptoms in chilli plants?",41,100,False,0.17382687302048938,0.47916666666666663,0.75177304964539,0.1463,0.32,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0368,gender,What impact does hailstorm damage have on the yield of cassava stem cuttings?,13,29,False,0.520438372108639,0.75,0.8809523809523809,0.1538,0.3103,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0372,gender,how can reliable rainfall improve soil health?,226,225,False,0.175994029592612,0.3846153846153846,0.03925433193725877,0.7522,0.7911,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0376,gender,What are the symptoms of Bacterial Soft Rot and Hollow Stem?,57,215,False,0.5507163395696593,0.5909090909090908,1.196266968325792,0.4561,0.9116,False,False,False,False,False,True,2.0
broad-instruct,graft_proposed,42,p0380,gender,"What are the key characteristics of Pythium aphanidermatum, the pathogen causing damping off in chilli plants?",78,50,False,0.40802777356284603,0.5714285714285714,0.21875,0.1667,0.14,False,False,False,False,False,False,2.0
broad-instruct,graft_proposed,42,p0384,gender,does spacing reduce competition for resources?,6,6,True,-2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0388,gender,At what spacing can cassava be intercropped with beans?,13,13,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0392,gender,"How can I determine when to water tomato plants, and how much water do they need?",43,85,False,0.6340483316556434,0.7906976744186046,0.6614583333333333,0.186,0.4706,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0396,gender,"What are common pests that affect citrus trees, and how can I control them?",36,35,False,0.011278964862762919,0.040000000000000036,0.014084507042253521,0.0833,0.0857,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0400,gender,How can you identify Sooty mould on mango trees?,46,107,False,0.451560783872309,0.6521739130434783,0.6486928104575164,0.1957,0.4206,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0404,gender,How does cassava reproduce to form new plants?,5,5,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0408,gender,Explain how agronomic practices can be used to impact on the extent of damage done by crop pests?,24,23,False,0.25065984995217894,0.3571428571428571,0.02127659574468085,0.0833,0.2174,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0412,gender,How can Powdery mildew in Apple trees be effectively managed?,202,196,False,0.46734035217420644,0.7814569536423841,0.9833293451383904,0.4059,0.3622,False,False,False,False,True,True,2.0
broad-instruct,graft_proposed,42,p0416,gender,What are the economic implications of Banana Bunchy Top virus?,113,63,False,0.2177189916664709,0.5217391304347826,0.3952020202020202,0.4425,0.3175,False,False,False,False,False,False,2.0
broad-instruct,graft_proposed,42,p0420,gender,"How much water do onions need, and how often should I irrigate?",15,15,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0424,gender,What is the scientific name of the pathogen responsible for powdery mildew in chilli plants?,16,16,True,0.0,0.0,0.0,0.0625,0.0625,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0428,gender,What are the symptoms of powdery mildew in chilli plants?,38,23,False,0.396758849971487,0.5833333333333333,0.5792349726775956,0.2368,0.1304,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0432,gender,What type of climate is ideal for growing chili peppers?,50,8,False,0.6233246241507143,0.8125,2.3241379310344827,0.12,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0436,gender,What is the cause of Cigar End Rot in bananas?,93,15,False,0.5055150762045841,0.9130434782608696,1.5,0.3011,0.0667,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0440,gender,What soil conditions are optimal for apple tree growth?,40,38,False,0.2988984290542226,0.5151515151515151,1.2256410256410255,0.125,0.1053,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0444,gender,which does virus responsible for cassava mosaic disease belongs to?,14,14,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0448,gender,What are the recommended practices for storing harvested apples to maintain their quality?,37,124,False,0.357769263844283,0.6862745098039216,1.0403726708074534,0.1622,0.4597,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0452,gender,What is the name of the disease characterized by water-soaked leaves and blackened twigs in Apple trees?,16,16,True,-2.220446049250313e-16,0.0,0.0,0.0625,0.0625,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0456,gender,"What is the optimal pH range for citrus tree growth, and how can soil pH be adjusted if necessary?",56,55,False,0.01237723305375138,0.0357142857142857,0.009009009009009009,0.1786,0.1818,False,False,False,False,False,False,1.0
broad-instruct,graft_proposed,42,p0460,gender,At what stage of maize growth should I apply the fertilizer?,55,47,False,0.48452484827497,0.6744186046511628,0.0784313725490196,0.2727,0.2979,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0464,gender,What's the fungal disease that affects Sapota leaves and produces black growth?,15,15,True,0.0,0.0,0.0,0.0667,0.0667,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0468,gender,What are some common guava varieties suitable for cultivation?,17,17,True,-2.220446049250313e-16,0.0,0.0,0.1176,0.1176,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0472,gender,"What disease is causing issues with citrus trees, including symptoms such as leaf yellowing, bark cracking, and excessive gumming?",61,65,False,0.2036354029596703,0.5,0.14285714285714285,0.1967,0.2615,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0476,gender,What are the symptoms of Anthracnose in guava trees?,76,28,False,0.29162193717843843,0.5588235294117647,0.8901098901098901,0.3553,0.1786,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0480,gender,"What are some common pests that infest citrus trees, and how can they be managed?",84,74,False,0.05435434572881015,0.15094339622641506,0.06329113924050633,0.2381,0.1892,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0484,gender,what does  nitrogen deficiency causes?,9,6,False,0.13097285220570665,0.2857142857142857,0.2,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0488,gender,What's the organism responsible for Grey Blight in mango trees?,14,14,True,-2.220446049250313e-16,0.0,0.0,0.0714,0.0714,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0492,gender,"What are some common pests that affect citrus trees, and how can I manage them effectively?",58,43,False,0.4618627613691416,0.5306122448979591,0.1485148514851485,0.1379,0.093,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0496,gender,How can Panama disease in banana plants be effectively managed?,64,53,False,0.3400200496042092,0.6666666666666667,0.294017094017094,0.25,0.2642,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0500,gender,When is Leaf spot disease most severe in Sapota trees?,13,10,False,0.10587410053230695,0.2222222222222222,0.13043478260869565,0.0769,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0504,gender,What are the signs that your mango tree might have Grey Blight?,238,35,False,0.8369337839879183,0.7407407407407407,2.2435897435897436,0.8529,0.4286,False,False,False,False,True,False,
broad-instruct,graft_proposed,42,p0508,gender,How does Anthracnose appear in bananas?,64,91,False,0.5927280528255803,0.746031746031746,0.3741935483870968,0.2344,0.3736,False,False,False,False,False,False,3.0
broad-instruct,graft_proposed,42,p0512,gender,How can I create the best environment for planting banana suckers?,33,105,False,0.5931960948432032,0.8235294117647058,1.0217391304347827,0.1212,0.2381,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0516,gender,What is the name of the disease that affects bananas?,2,2,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0520,gender,What management practices can be used to control Alternaria rot in chilli plants?,35,35,False,0.06507609430242978,0.08695652173913049,0.0,0.1429,0.1429,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0524,gender,What alternative to sun drying is commonly used for drying maize?,7,7,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0528,gender,Does cassava have much sugar in it when testing?,9,12,False,0.7063302392099511,0.8,0.14285714285714285,0.0,0.0833,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0532,gender,What is the mode of transmission for Banana Bunchy Top virus?,18,18,True,0.0,0.0,0.0,0.1111,0.1111,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0536,gender,What is the recommended spacing for banana plants during planting?,12,12,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0540,gender,What kind of fertilizer should I use for mango trees?,70,75,False,0.38267999665125585,0.5283018867924528,0.14559386973180077,0.2286,0.1867,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0544,gender,"What are the watering requirements for banana plants, and how should I irrigate them?",31,56,False,0.1827241827475271,0.42307692307692313,0.6206896551724137,0.2258,0.3393,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0548,gender,how can pest and diseases be managed in maize plants?,197,188,False,0.5685644937652132,0.7878787878787878,0.023376623376623377,0.6904,0.8511,False,False,False,False,True,True,
broad-instruct,graft_proposed,42,p0552,gender,"Which food item, cassava, or maize, provides better nutritional strength?",8,7,False,0.5689855499968974,0.5555555555555556,0.06666666666666667,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0556,gender,What other crops can be inter cropped with cassava without interference in yield reduction?,10,10,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0560,gender,What practices are employed for disease and pest control in organic citrus cultivation?,97,74,False,0.43038766003186235,0.7761194029850746,0.3345029239766082,0.433,0.3784,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0564,gender,Do mango trees require cross-pollination?,8,8,True,-2.220446049250313e-16,0.0,0.0,0.0,0.0,False,False,False,False,False,False,
broad-instruct,graft_proposed,42,p0568,gender,What measures are effective for controlling Guava rust?,207,110,False,0.8966808917962796,0.8631578947368421,1.1898080861750817,0.4251,0.5182,False,False,False,False,True,False,4.0
broad-instruct,graft_proposed,42,p0572,gender,what are Synthetic fertilizers?,28,55,False,0.33021624224553214,0.6666666666666667,0.6586345381526104,0.25,0.2909,False,False,False,False,False,False,
