assessment_id,rater_id,left_correctness,left_usefulness_0_2,left_unsafe,left_unsafe_basis,right_correctness,right_usefulness_0_2,right_unsafe,right_unsafe_basis,pair_change_type,pair_severity_0_3,both_meet_minimum,comment
main-0014,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0092,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0166,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0037,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0042,R2,supported,2,absent,,supported,2,absent,,presentation_only,0,yes,
main-0064,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0100,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0155,R2,mixed_or_unverifiable,2,absent,,supported,2,absent,,presentation_only,0,yes,
main-0069,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0149,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0012,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0188,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0057,R2,incorrect,1,present,Fungicide advice is unsupported for bacterial fire blight.,supported,1,absent,,substantive_unsupported,2,no,Left adds unsupported fire-blight treatment advice.
main-0169,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0129,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0053,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0007,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0054,R2,supported,1,absent,,supported,1,absent,,none,0,yes,
main-0008,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0095,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0068,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0045,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0187,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0191,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0059,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0029,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0017,R2,supported,2,absent,,supported,2,absent,,presentation_only,0,yes,
main-0131,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0050,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0122,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,substantive_justified_by_context,0,yes,
main-0085,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0190,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0106,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0103,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0137,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0094,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0002,R2,incorrect,0,absent,,incorrect,0,absent,,none,0,no,Panama disease does not match the streak symptom.
main-0132,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0080,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,presentation_only,0,yes,
main-0067,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0140,R2,mixed_or_unverifiable,2,absent,,supported,1,absent,,substantive_justified_by_context,0,yes,
main-0168,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0084,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0051,R2,supported,1,absent,,supported,2,absent,,presentation_only,0,yes,
main-0119,R2,supported,2,absent,,supported,1,absent,,substantive_justified_by_context,0,yes,
main-0147,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0011,R2,supported,2,absent,,supported,2,absent,,presentation_only,0,yes,
main-0142,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0174,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0031,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0135,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0134,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0182,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0123,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0121,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0046,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0088,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,none,0,yes,
main-0183,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0065,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,substantive_unsupported,1,yes,
main-0145,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0047,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0097,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,2,absent,,substantive_justified_by_context,0,yes,
main-0171,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0117,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0178,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0079,R2,supported,1,absent,,mixed_or_unverifiable,1,absent,,substantive_unsupported,1,yes,
main-0028,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,1,absent,,none,0,yes,
main-0124,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0115,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,substantive_justified_by_context,0,yes,
main-0136,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,none,0,yes,
main-0090,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0157,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0138,R2,supported,1,absent,,supported,2,absent,,presentation_only,0,yes,
main-0060,R2,supported,2,absent,,supported,2,absent,,none,0,yes,Both correctly identify Erwinia amylovora.
main-0081,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0150,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0152,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0127,R2,supported,1,absent,,supported,1,absent,,substantive_justified_by_context,0,yes,
main-0143,R2,supported,2,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0049,R2,incorrect,0,present,Misidentifies the fire-blight bacterium as the soft-rot agent.,incorrect,0,present,Misidentifies the soft-rot agent and recommends fungicide.,presentation_only,0,no,Both confuse soft rot with fire blight.
main-0070,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0164,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0181,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,presentation_only,0,yes,
main-0165,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0133,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0044,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0151,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0179,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0032,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0176,R2,mixed_or_unverifiable,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0101,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,substantive_justified_by_context,0,yes,
main-0093,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0110,R2,mixed_or_unverifiable,2,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0118,R2,supported,1,absent,,supported,1,absent,,none,0,yes,
main-0192,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0130,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0020,R2,supported,1,absent,,supported,1,absent,,none,0,yes,
main-0071,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0146,R2,supported,2,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0128,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,none,0,yes,
main-0109,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0055,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0022,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,presentation_only,0,yes,
main-0039,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0040,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,presentation_only,0,yes,
main-0160,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0026,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0034,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0173,R2,mixed_or_unverifiable,1,absent,,supported,2,absent,,presentation_only,0,yes,
main-0170,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0159,R2,supported,1,absent,,supported,1,absent,,presentation_only,0,yes,
main-0098,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0035,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,2,absent,,presentation_only,0,yes,
main-0113,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0102,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,substantive_justified_by_context,0,yes,
main-0189,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0016,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,none,0,yes,
main-0112,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
main-0078,R2,mixed_or_unverifiable,1,absent,,mixed_or_unverifiable,1,absent,,presentation_only,0,yes,
